ID,Abstraction,Prompt,Story,Length,Required Length ,Coherence,Grammar,Vocab,Kanji,Length,Totals,Notes,Cross-Evaluated?,Abstraction Group,AVERAGE,Average w/out length
46,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 土曜日、まだ、買う、技術

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜らしい
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","土曜日の朝、健太はまだ寝ていました。外は晴れていて、友達と出かけるのにいい日です。お母さんが、「早く起きなさい。買い物に行くよ」と言いました。健太は起き上がり、急いで朝ごはんを食べました。

ご飯の後、二人は町に向かいました。お母さんは新しい技術の家電を買うために、家電店へ行きたかったのです。店に着くと、たくさんの家電が並んでいます。健太は、面白い機械を見つけました。「これ、すごいね！」と言うと、お母さんは「この機械は、音楽を自動で作るらしいよ」と教えてくれました。

健太はそれを見て、自分もああいう技術を学びたいと思いました。買い物を楽しんだ後、家に帰りました。楽しんで、いろんなことを学ぶ土曜日でした。",306,300,3,4,3,3,5,18,"3 OOS kanji, 2 OSS vocab, 1  abrupt shift",0,,,
45,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 犬、忙しい、帽子、仮定

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ようだ
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある日、忙しい男が公園を歩いていました。彼は青い帽子をかぶっていて、楽しそうに見えました。すると、犬が彼の足元に駆け寄ってきました。男は犬を見て、「君は迷子かな？」と思いました。

男は犬の首輪を見て、名前が「ポチ」と書いてあるのを見つけました。「仮定してみよう。ポチはここで待っているんだろうか？」男は考えました。周りを見渡すと、ポチの飼い主がいないようでした。

男はポチを連れて、飼い主を探し始めました。公園の中を歩きながら、男は「ポチ、君の飼い主を見つけよう」と言いました。ポチは尻尾を振りながら元気に走り出しました。

しばらくして、女の人が急いでやってきました。「ポチ！」と叫びました。男はほっとして、「やっと見つかったようだ」と思いました。ポチの飼い主が現れて、男は笑顔で彼女にポチを返しました。",355,300,4,3,2,1,2,12,"6 OOS kanji, 3 oos vocab, incorrect particle",0,,,
40,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 店、木曜日、遊ぶ、文化

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜に違いない
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","木曜日の午後、ケンは友達と一緒に新しい店に行きました。その店は、日本の文化に関する本がたくさんありました。店の中は静かで、木の香りがしました。ケンは「この本を読んだら、もっと文化を理解できるに違いない」と思いました。

友達と一緒に本を選んでいると、後ろで遊んでいる子供たちの声が聞こえました。ケンは子供たちの様子を見て、遊ぶことの楽しさを思い出しました。「本も大切だけど、遊びも大事だね」と友達に言いました。

その後、彼らは本を買い、外に出ました。遊ぶ場所を見つけるために、公園へ向かうことにしました。楽しい一日が始まる予感がしました。彼らは新しい本を持って、これからの冒険を楽しみにしていました。",301,300,4,3,2,2,5,16,"3 OOS vocab, 4 OOS kanji, missing particle",1,,,
23,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 一緒に、海、手紙、模倣

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜たところ
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある日、海の近くに住む友達、太郎と花は、一緒に遊びに行きました。海は青く、波の音が心を和らげます。花は、浜辺で手紙を書き始めました。その手紙は、太郎の大好きな海の生き物についてでした。

太郎は、花が楽しそうに書く姿を見て、ふと思いつきました。「僕も手紙を作ってみよう！」と思い、海の貝殻を模倣して、色々な形を作ってみます。

二人は、作ったものを見せ合いながら笑い合いました。海の風が心地よく、時間があっという間に過ぎました。遊び終わった後、花が手紙を読んでくれたところ、太郎はとても嬉しくなりました。二人の友情は、海のように広がっていくのでした。",275,300,4,4,3,3,5,19,"2 OOS vocab, 2 OOS kanji",0,,,
81,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 財布、怖い、午後、統計

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ようだ
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある午後、太郎は公園を散歩していた。すると、誰かが急に後ろから近づいてきた。太郎は怖い気持ちになり、振り返った。そこには、見知らぬ人がいた。彼は太郎の財布を見つめているようだ。「その財布、面白そうだね」とその人は言った。

太郎はドキドキしながら、「これは大切なものなんです」と答えた。その人はニヤリと笑い、少し考え込みながら言った。「財布の中にはお金があるのかい？統計によると、多くの人は財布を失くすと、かなり落ち込むそうだ。」

その瞬間、太郎は自分の財布をしっかりと握った。彼はこの場から逃げ出した方がいいと感じた。公園を急いで歩き、怖い思いをしたまま家に帰った。これからはもっと気をつけようと思った。",304,300,4,3,2,3,5,17,"1 OOS grammar, 3 OOS vocab, 2 OOS kanji",1,,,
11,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 下手、小さい、毎月、肯定

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜たとたん
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","小さい村に住んでいるマサルは、絵を描くのが大好きだった。毎月、村のお祭りで自分の絵を見せることにしたが、友達から「下手だ」と言われ、少し気持ちが落ち込んだ。しかし、彼は絵をあきらめず、毎日練習を続けた。

ある日、マサルが新しい絵を描いていた。出来上がった瞬間、友達がやってきて、「やっぱりマサルの絵はいいよ！」と肯定してくれた。その言葉を聞いたマサルは、自信を取り戻した。

そして、次のお祭りの日、彼の絵はたくさんの人に褒められた。喜びのあまり、マサルは笑顔になり、「もっと上手くなるぞ！」と決心した。夢は大きく、彼は毎日努力を続けるのであった。",275,300,4,4,3,3,5,19,"2 OOS vocab, 2 OOS kanji",0,,,
1,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 夜、悲しい、月曜日、傾向

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ながらも
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","月曜日の夜、空には美しい月が輝いていた。しかし、私は悲しい気持ちでそれを見ていた。最近、友達とうまくいかなくなり、孤独を感じていた。いつもなら明るい気持ちになれる月の光も、今日は私をさらに悲しくさせた。

私は公園を歩きながら、過去の楽しかった思い出を振り返った。友達と一緒に笑っていた頃は、こんな気持ちはなかった。人とのつながりがあったからだ。しかし、最近はその傾向が変わってしまった。何がいけなかったのだろうと考えながら、心の中に重い雲があるように感じた。

「どうしてこんなに孤独なのかな」と思いつつ、月を見上げた。月はいつもそこにあった。しかし、私の心の中は暗いままだった。友達を失ったことは寂しいことだが、また新しい出会いがあることを願って、私は静かに夜を過ごすことにした。",342,300,3,4,2,2,3,14,"1 abrupt shift, 3 OOS vocab, 4 OOS kanji",0,,,
19,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 悪い、今晩、まだ、社会

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜にしても
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","むかしむかし、ある社会に「悪い」と言われる人がいました。彼の名前はタロウです。タロウは、いつも人々を困らせていましたが、彼にはまだ知らないことがありました。それは、友だちの大切さです。

今晩、村の祭りが開かれました。みんなが楽しんでいる中、タロウは一人だけ寂しく座っていました。「どうして誰も僕と遊ばないのだろうか」と考えました。すると、村のこどもたちがふとタロウに気付きました。「タロウさん、来て！」と声をかけました。

タロウは驚きましたが、一歩前に出ました。彼は一緒に遊ぶことになり、少しずつみんなと仲良くなりました。その時、タロウは思いました。「悪い人でも、友だちと一緒にいるなら楽しい」。それから、彼は心を入れ替え、少しずつ良い人になることを誓いました。",333,300,3,4,2,3,3,15,"1 abrupt shift, 3 OOS vocab, 2 OOS kanji",0,,,
31,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 作る、大きい、走る、経済

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜たとたん
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある日、大きい町に住む子供たちが、遊び場を作ることに決めました。彼らは友達と一緒に集まって、楽しみながら設計図を描きました。そして、次の日、みんなで材料を集めるために走りました。

初めはのんびりとした作業でしたが、町の経済を良くするために、より多くの遊び場が必要だと思いました。子供たちは一生懸命に作業を続けました。すると、遊び場が完成したとたん、町の人々が集まってきました。

みんなが楽しそうに遊んでいる姿を見て、子供たちは誇りに思いました。遊び場は町の人々に喜びを与え、経済も少しずつ良くなっていくのでした。子供たちは、これからも協力して素敵なものを作り続けることを誓いました。",293,300,3,4,3,3,5,18,"1 abrupt shift, 2 OOS vocab, 2 OOS kanji",0,,,
74,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 店、来月、時々、統計

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ておく
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある小さな町に、人気のある店がありました。その店では、さまざまな食べ物を売っていました。時々、町の人々はその店に集まって、友達と笑いながら食事を楽しみました。

ある日、店主は来月に特別なイベントを開くことに決めました。町の人たちにもっと楽しんでもらおうと思ったのです。店主は、統計を取って、どの料理が一番人気かを調べました。すると、ラーメンが一番人気でした。

店主は、イベントの日のためにラーメンの準備をしておきました。友達や家族が集まるその日、みんなはおいしいラーメンを食べて、楽しいひとときを過ごしました。店の中は笑い声でいっぱいになり、町の人々は幸せでした。",284,300,4,4,4,4,5,21,,0,,,
34,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 靴、走る、趣味、矛盾

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜ことは〜が
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","佐藤さんには、毎日走ることが趣味でした。特に、公園の中を走るのが好きでした。ある日、新しい靴を買ったばかりの彼は、その靴を履いて公園に向かいました。靴はとても軽くて、気持ちよく走ることができました。

しかし、走っていると、突然の雨が降り出しました。ぬれた道で滑ってしまい、転んでしまいました。靴は泥だらけになり、佐藤さんは困ってしまいました。走るのが好きなのに、靴が汚れるのは矛盾していると思いました。

それでも、彼は立ち上がり、気を取り直して走り続けました。靴が汚れたことは残念でしたが、走ること自体は楽しいことだと再確認しました。雨の中を走ることも、彼にとって最高の趣味だったのです。",296,300,3,4,3,3,5,18,"1 abrupt shift, 2 OOS vocab, 1 OOS kanji",0,,,
91,A3,"以下の語彙（N4 + 高度な語彙1語）をすべて使って、日本語の物語を書いてください。

語彙: 建物、食べ物、本、制度

・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・次の高度な文法も1回だけ使用しても構いません: 〜てしまう
・300文字以内にしてください。
・説明や前置きは書かず、物語本文のみを出力してください。","ある町には大きな建物がありました。その建物の中には、たくさんの食べ物が並んでいる市場がありました。毎日、多くの人々が訪れ、色々な料理を楽しんでいました。ある日、少年は市場でおいしい本を見つけました。その本には、食べ物の作り方や歴史が書いてありました。少年は興味を持ち、毎日その本を読みました。

そして、彼は本に書いてある料理を作ることに決めました。最初は上手くいかず、失敗してしまうこともありましたが、諦めずに続けました。やがて、彼の料理は町の人々に人気になりました。町には新しい食べ物の制度ができ、多くの人が少年の料理を食べに来るようになりました。少年は幸せでいっぱいになり、夢が叶った瞬間を感じました。",304,300,2,4,2,2,5,15,"1 abrupt shift, 1 occurance of odd phrasing, 3 OOS vocab, 3 OOS kanji",0,,,
84,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ225文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","小さな村に、優しいおばあさんが住んでいました。おばあさんは毎日、庭で野菜を育てたり、花を植えたりしていました。ある日、村に若い女の子が来ました。彼女は道に迷っていました。

おばあさんは女の子を見つけて、「大丈夫？」と尋ねました。女の子は「はい、でも家に帰れません」と答えました。おばあさんは微笑んで、「私の家に来て。ごはんを作ってあげるよ」と言いました。

女の子は感謝して、おばあさんの家に行きました。おばあさんはおいしいスープとパンを作りました。二人は食べながら、たくさんの話をしました。

女の子はおばあさんの優しさに感動しました。次の日、女の子は無事に家に帰りましたが、心におばあさんの笑顔を持って帰りました。それから毎年、女の子はおばあさんのもとを訪れました。二人の友情は永遠でした。",348,225,4,3,2,1,0,10,"5 OOS kanji, 3 OOS vocab",0,,,
54,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ250文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある晴れた日、タロウは公園に行きました。公園では、子供たちが遊んでいました。タロウはベンチに座り、本を読み始めました。すると、小さな猫が近くに来ました。猫はタロウの足元で丸くなりました。タロウは猫を見て、「こんにちは、小さな友達」と言いました。猫はにゃあっと鳴きました。

タロウは猫にエサをあげたかったですが、エサは持っていませんでした。それで、タロウは公園の近くの店に行きました。店で猫のエサを買いました。タロウはまた公園に戻り、猫にエサをあげました。猫はおいしそうに食べました。

タロウは猫と友達になったので、毎日公園に来ることに決めました。猫も毎日タロウを待ちました。こうして、タロウと猫は素敵な友達になりました。二人は毎日楽しい時間を過ごしました。あたらしい友情が生まれたのです。",346,250,4,4,3,3,1,15,"2 OOS kanji, 1 OOS vocab",0,,,
71,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ225文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住むタロウは、森に行きました。タロウは友だちと一緒に遊びたいと思っていましたが、誰もいませんでした。タロウは寂しかったので、森の中を歩きました。

すると、急に大きな声が聞こえました。「助けて！」タロウは声の方へ走りました。そこには、小さなウサギが木の枝に引っかかっていました。タロウはウサギを助けるために、優しく枝を引っぱりました。ウサギは無事に出ることができました。

「ありがとう、タロウ！」ウサギは言いました。「私の家に来ませんか？」タロウは笑って、「はい、行きます！」と言いました。二人は楽しい時間を過ごしました。タロウは友だちができて、とても幸せでした。村に帰ると、タロウはウサギのことをみんなに話しました。",319,225,4,4,4,3,1,16,1 OOS kanji,0,,,
46,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ200文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","山の中に小さな村がありました。村には友達がたくさんいました。ある日、友達のタケシが「今日は冒険をしよう！」と言いました。みんなは大きな木の下に集まりました。

「どこに行く？」とユキが聞きました。タケシは「川に行こう！」と言いました。みんなは楽しく川まで歩きました。川の水は冷たくて、みんなは笑いました。

遊び終わった後、村に帰る途中、夕日がきれいに輝いていました。友達は手をつないで「また冒険をしよう！」と言いました。村についた時、みんなの心は幸せでした。",230,200,4,4,4,3,3,18,Changed for inclusion of 冒険（ぼうけん）which is not N4 level - Carey,1,,,
45,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ300文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、さくらという女の子がいました。さくらは毎朝、近くの公園に行きます。公園には大きな木があります。さくらはその木の下で、本を読むのが好きです。

ある日、さくらは公園で小さい犬を見つけました。犬はかわいいけれど、ひとりぼっちでした。さくらは犬に近づきました。「こんにちは、あなたの名前は何ですか？」と聞きました。犬は何も言いませんが、しっぽをふって、さくらに近づきました。

さくらは犬を家に連れて帰ることにしました。名前を「ポチ」とつけました。ポチは毎日、さくらと一緒に遊びます。二人はすぐに友達になりました。

ある日、さくらはポチと公園に行きました。みんなが遊んでいるのを見て、さくらは「私たちも遊びましょう！」と言いました。ポチは楽しそうに走り回りました。さくらも笑顔になりました。

この日から、さくらとポチは毎日公園で遊びました。二人はずっと一緒にいて、幸せでした。友達がいることは、とても大切です。",408,300,4,4,4,4,0,16,,0,,,
40,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ275文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","昔々、小さな村に一匹の猫がいました。猫の名前はミケです。ミケはとても元気で、毎日村を走り回っていました。ある日、ミケは森の中で小さな男の子を見つけました。男の子は泣いていました。

「どうしたの？」とミケは聞きました。男の子は「友達がいない」と答えました。ミケは考えました。「私が友達になってあげる！」と言いました。

それから、ミケと男の子は毎日遊びました。森でかくれんぼをしたり、花を摘んだりしました。男の子は笑顔になり、毎日楽しく過ごしました。

ある日、男の子は「ありがとう、ミケ。あなたは私の一番の友達だ」と言いました。ミケも嬉しくなり、「私もあなたが大好き！」と返しました。

そして、二人はいつまでも仲良しでした。村の人たちも二人を見て、笑顔になりました。ミケと男の子の友情は、村の大きな宝物になりました。おしまい。",365,275,4,4,4,4,1,17,,0,,,
23,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ300文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","昔々、ある小さな村に、元気な女の子がいました。彼女の名前はさくらです。さくらは毎日、森で遊ぶのが大好きでした。ある日、さくらは森で不思議な光を見つけました。光の方に行くと、小さな妖精がいました。妖精は「こんにちは、さくらさん。私はこの森の守り神です。あなたに特別なことを教えたい」と言いました。

さくらはとてもうれしくなり、「何を教えてくれるの？」と聞きました。妖精は「森を大切にすることが大事です。木を切らないで、ゴミを捨てないでください」と言いました。さくらは「わかりました。私が森を守ります！」と約束しました。

それから、さくらは村に帰り、友達に森の話をしました。みんなで森をチュモリを集めたり、木を植えたりしました。村の人たちは森を大切にし、妖精も喜びました。さくらのおかげで、村と森はもっと美しくなりました。さくらはそのことがとても嬉しかったです。森は永遠に彼女の友達でした。",395,300,4,3,3,4,1,15,"1 grammar error, 1 OOS vocab",0,,,
81,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ250文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、リカは公園に行きました。公園にはたくさんの花と木がありました。リカは花を見て、笑顔になりました。彼女はベンチに座って、本を読み始めました。すると、小さな犬が近づいてきました。犬はしっぽを振って、リカに近づきました。

リカは犬をなでました。犬はとても元気でした。リカは犬の飼い主を探しました。すると、遠くで優しいおじさんが「ミケ！」と呼びました。おじさんは犬を見つけて、リカに「ありがとう！」と言いました。リカは「どういたしまして」と答えました。

おじさんとリカは少し話しました。「この公園はいいですね」とリカが言いました。「はい、ここはとても静かです」とおじさんが答えました。リカは犬とおじさんのおかげで、楽しい時間を過ごしました。公園を出るとき、リカはまた来たいと思いました。今日は素敵な一日でした。",357,250,4,4,4,4,0,16,,0,,,
11,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ250文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に太郎という男が住んでいました。太郎は毎朝、山に登って花を摘むのが好きでした。春になりますと、村の人々は花見を楽しみにしていました。

ある朝、太郎はいつものように山に行きました。そこで、美しい青い花を見つけました。「これは特別な花だ！」と太郎は思いました。太郎はその花を摘み、村に持って帰りました。

村の人々は青い花を見て驚きました。「これは初めて見る花だ！」みんなは笑顔になり、「花見をしよう！」と言いました。太郎は花見の準備を手伝いました。

花見の日、村はたくさんの笑い声で満ちていました。太郎は自分の見つけた花が、みんなを幸せにしたことを知りました。その日から、太郎はもっと花を探すことに決めました。村は花と笑いでいっぱいになり、太郎は毎日楽しく過ごしました。",344,250,2,4,2,3,1,12,"2 abrupt shifts, 2 OOS vocab, 2 OOS kanji",0,,,
1,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ250文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住む男の子、タケルがいました。タケルは毎日川で遊ぶのが好きでした。ある朝、タケルは川のほとりで光るものを見つけました。それは美しい石でした。タケルはその石を家に持って帰りました。お母さんはその石を見て、「とてもきれいだね」と言いました。

次の日、タケルは友達のユウと一緒に川に行きました。ユウはその石を見て、「これ、私にも見せて！」と言いました。タケルは石を渡しましたが、ユウは石を川に落としてしまいました。タケルはびっくりしましたが、ユウは謝りました。

タケルは深く息を吸い、「大丈夫、友達だから」と言いました。二人は新しい石を探しに行きました。最後に、二人はもっと大きな石を見つけて、お互いに笑いました。その日、タケルは友達の大切さを学びました。",336,250,3,4,3,3,1,14,"1 abrupt shift, 1 OOS vocab, 1 OOS kanji",0,,,
19,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ200文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","昔々、ある村に小さなウサギがいました。ウサギの名前はピョンです。ピョンは友達がほしかったので、毎日森へ遊びに行きました。

ある日、ピョンは森で一匹のリスに会いました。リスの名前はリッキーです。ピョンは「一緒に遊びませんか？」と聞きました。リッキーは「いいよ！」と笑いました。

二匹は毎日遊びました。かくれんぼやかけっこをして、楽しい時間を過ごしました。ピョンはリッキーと友達になって、とても幸せでした。

秋が来て、葉っぱが赤くなりました。ピョンとリッキーは紅葉を見ながら、また遊びました。彼らはずっと友達でした。この物語は、友達の大切さを教えてくれます。",280,200,3,4,3,3,1,14,"1 abrupt shift, 2 OOS vocab, 1 OOS kanji",1,,,
31,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ275文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住んでいる太郎という男の子がいました。太郎は毎日、森で遊ぶのが大好きでした。ある日、森の中で不思議な光を見つけました。その光を追いかけると、小さな妖精がいました。妖精は「私の名前はリリです。君は優しい心を持っていますね」と言いました。

太郎はびっくりしましたが、リリと友達になりました。リリは太郎に「あなたの願いを一つかなえてあげます」と言いました。太郎は「村のみんなが幸せになれるように」と願いました。

すると、リリは光を放ちました。村に戻ると、村人たちは笑顔でいっぱいでした。食べ物も豊かにでて、みんなが幸せになりました。太郎は自分の願いが叶ったことを知り、リリに感謝しました。

それから、太郎とリリは毎日遊びました。村には幸せが広がり、太郎はいつまでも大切な友達と楽しい時間を過ごしました。彼は、心の優しさが大切だと知りました。",379,275,4,4,3,3,0,14,"2 OOS vocab, 2 OOS kanji",0,,,
74,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ225文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住む少年、太郎は、森の中を探検することが大好きでした。彼はいつも新しい発見を楽しみにしていました。

ある朝、太郎はいつものように森に入りました。すると、光る石を見つけました。石はきれいな青色で、太郎はそれを手に取りました。「これは何だろう？」と思いました。太郎は石を持って村に帰りました。

村の長老に見せると、長老は驚きました。「これは特別な石だ。願い事がかなうと言われている。」太郎はすぐに願い事を考えました。「友達がたくさんできるように！」と願います。

次の日、太郎は村で新しい友達に会いました。みんなと遊ぶのが楽しくて、幸せな気持ちになりました。太郎は石のおかげだと思いました。それから彼は、友達と一緒に森で冒険する日々を楽しむのでした。",334,225,4,4,3,3,0,14,"1 OOS vocab, 1 OOS kanji",0,,,
34,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ275文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","昔、山の中に小さな村がありました。村には、優しいおじいさんが住んでいました。おじいさんは毎日、村の子供たちに絵本を読むのが好きでした。ある日、子供たちはおじいさんに「特別な話を聞きたい！」と言いました。

おじいさんは微笑んで、「では、秘密の森の話をしよう」と言いました。森には、美しい花が咲き、きれいな川が流れていました。でも、夜になると、森には小さな妖精が現れました。妖精たちは月の光の中で踊りました。

子供たちは目を輝かせて聞きました。「妖精に会いたい！」と言うと、おじいさんは、「森に行くときは、優しい心を忘れないでね」と言いました。子供たちは約束し、明日の朝、森に行くことにしました。

その夜、子供たちは楽しみに眠りました。朝、みんなが集まって、手をつないで森へ行きました。妖精たちに会えるか、ドキドキしながら、楽しい冒険が始まりました。",376,275,4,4,1,2,0,11,"4 OOS vocab, 3 OOS kanji",0,,,
91,A4,"日本語で短い物語を書いてください。

・目標文字数はおよそ225文字です。できるだけ正確に合わせてください。
・JLPT N4レベル以下の語彙、文法、漢字のみを使用してください。
・他のテキスト（説明や挨拶など）は不要です。物語本文のみを書いてください。","ある日、小さな村に住む少年、太郎がいました。太郎は毎日、川で遊びました。ある朝、太郎は川の近くで美しい光を見ました。その光は小さな金色の魚でした。魚は太郎に言いました。「私を助けてください。私は魔法の魚です。あなたが何でも頼めば、1つだけかなえてあげます。」

太郎はちょっと考えました。彼はとても貧しい家に住んでいました。お母さんがいつもお米が足りないと言っていました。太郎は言いました。「お母さんにたくさんのお米をください。」

魚はにっこり笑って、すぐにお米をくれました。太郎は嬉しくなり、村に戻りました。家に帰ると、お母さんは大喜びでした。太郎は魚に感謝しました。それから彼は、いつも川の近くに行きましたが、魚はもういませんでした。太郎は魚のことを忘れず、毎日幸せに暮らしました。",344,225,2,4,3,3,0,12,"Multiple jumps in story, 2 OOS vocab, 1 OOS kanji",0,,,
